Year,Area,Street,Street 2,Strange HTML
2012,Walsall," Outside̴Retro̴Bar,̴Lichfield̴Road"," Outside Retro Bar, Lichfield Road",
2012,Walsall,Outside̴Vogue,Outside Vogue,
2012,Walsall," Outside̴Vogue̴Nightclub,Walsall"," Outside Vogue Nightclub,Walsall",
2012,Walsall,Outside̴WS1,Outside WS1,
2012,Walsall,Outside̴WS1,Outside WS1,
2012,Walsall," Outside̴WS1,̴Bridge̴Street"," Outside WS1, Bridge Street",
2012,Walsall,park̴street,park street,
2012,Walsall,Park̴street,Park street,
2012,Walsall," Park,̴Union̴Street,̴Walsall"," Park, Union Street, Walsall",
2012,Walsall,pedmore̴road̴b/hill,pedmore road b/hill,
2012,Walsall,pedmore̴road̴b/hill,pedmore road b/hill,
2012,Walsall," Pelsall̴Labour̴Club,̴Church̴Road"," Pelsall Labour Club, Church Road",
2012,Walsall,penn̴cricket̴lane,penn cricket lane,
2012,Walsall,pheasant̴PH̴car̴park,pheasant PH car park,
2012,Walsall," Pheasant̴Pub,̴Wednesfield"," Pheasant Pub, Wednesfield",
2012,Walsall,Princess̴street̴Wolverhampton,Princess street Wolverhampton,
2012,Walsall," Queen̴public̴house,Walsall"," Queen public house,Walsall",
2012,Walsall,QUEEN̴SQUARE̴WOLVERHAMPTON,QUEEN SQUARE WOLVERHAMPTON,
2012,Walsall," Queen̴Street,̴Darlaston"," Queen Street, Darlaston",
2012,Walsall,Queslette̴Road,Queslette Road,
2012,Walsall," Retro̴Bar,̴Lichfield̴St̴Walsall"," Retro Bar, Lichfield St Walsall",
2012,Walsall," Rutherford̴Road,̴Reedswood,̴Walsall"," Rutherford Road, Reedswood, Walsall",
2012,Walsall,Salters̴Road,Salters Road,
2012,Walsall," Sandwell̴hospital̴all̴saints̴way̴,."," Sandwell hospital all saints way ,.",
2012,Walsall," School̴Street,̴Wolverhampton"," School Street, Wolverhampton",
2012,Walsall,Serve̴and̴save̴Aldridge,Serve and save Aldridge,
2012,Walsall," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2012,Walsall," Spring̴Road,̴Shelfield,̴Walsall"," Spring Road, Shelfield, Walsall",
2012,Walsall,St̴Giles̴whall,St Giles whall,
2012,Walsall,st̴michaels̴street̴west̴brom,st michaels street west brom,
2012,Walsall,St̴Pauls̴Bus̴Station̴Walsall,St Pauls Bus Station Walsall,
2012,Walsall,St̴Pauls̴Bus̴Station̴Walsall,St Pauls Bus Station Walsall,
2012,Walsall," St̴Pauls̴Road,̴Smethwick."," St Pauls Road, Smethwick.",
2012,Walsall,Stafford̴St̴Walsall,Stafford St Walsall,
2012,Walsall,Stafford̴Street,Stafford Street,
2012,Walsall," Stephenson̴Avenue,̴Beechdale"," Stephenson Avenue, Beechdale",
2012,Walsall," Tamworth̴Close,̴Brownhills"," Tamworth Close, Brownhills",
2012,Walsall,Tantarra̴Street,Tantarra Street,
2012,Walsall," Tantarra̴Street,̴Walsall"," Tantarra Street, Walsall",
2012,Walsall,TASKER̴ST̴WALSALL,TASKER ST WALSALL,
2012,Walsall," Tesco̴Store,̴Wisemore"," Tesco Store, Wisemore",
2012,Walsall,thimble̴mill̴pub,thimble mill pub,
2012,Walsall,Three̴Tuns̴PH̴Walsall̴Road̴willenhall,Three Tuns PH Walsall Road willenhall,
2012,Walsall," Tower̴Road,̴Tividale"," Tower Road, Tividale",
2012,Walsall," Travelodge̴Birmingham̴Road,Walsall"," Travelodge Birmingham Road,Walsall",
2012,Walsall," Travelodge,̴Birmingham̴Road"," Travelodge, Birmingham Road",
2012,Walsall," Treetops̴Drive,̴Willenhall"," Treetops Drive, Willenhall",
2012,Walsall," Union̴Street,̴Walsall,̴rear̴of̴Croft̴House"," Union Street, Walsall, rear of Croft House",
2012,Walsall,Upper̴bridge̴st,Upper bridge st,
2012,Walsall,Upper̴bridge̴st,Upper bridge st,
2012,Walsall,Upper̴Rushal̴Street,Upper Rushal Street,
2012,Walsall,Valley̴Road̴Bloxwich,Valley Road Bloxwich,
2012,Walsall," VERNON̴WAY,BLOXWICH,CARPARK̴OF̴SNEYD̴PUBLIC̴HOUSE"," VERNON WAY,BLOXWICH,CARPARK OF SNEYD PUBLIC HOUSE",
2012,Walsall,victoria̴street,victoria street,
2012,Walsall,Vogue̴Nightclub,Vogue Nightclub,
2012,Walsall," wallace̴road,̴wolverhampton"," wallace road, wolverhampton",
2012,Walsall,Walsall̴Manor̴Hospital,Walsall Manor Hospital,
2012,Walsall,Walsall̴Manor̴Hospital,Walsall Manor Hospital,
2012,Walsall,Walsall̴Manor̴Hospital,Walsall Manor Hospital,
2012,Walsall,Walsall̴Manor̴hospital,Walsall Manor hospital,
2012,Walsall,Walsall̴Police̴station,Walsall Police station,
2012,Walsall," Walsall̴Police̴Station̴Car̴Park,̴Green̴Lane"," Walsall Police Station Car Park, Green Lane",
2012,Walsall,wednesbury̴road,wednesbury road,
2012,Walsall," wednesbury̴road,̴walsall"," wednesbury road, walsall",
2012,Walsall,west̴brom̴road̴walsall,west brom road walsall,
2012,Walsall,Willenhall̴Library,Willenhall Library,
2012,Walsall," Wisemoor̴St,̴Walsall"," Wisemoor St, Walsall",
2012,Walsall," wisemore,̴walsall̴town̴centre."," wisemore, walsall town centre.",
2012,Walsall,Wolaston̴Crt,Wolaston Crt,
2012,Walsall,wolevrhampton̴train̴station,wolevrhampton train station,
2012,Walsall,Wolverhampton̴Road̴West̴&̴Walsall̴Custody,Wolverhampton Road West & Walsall Custody,
2012,Walsall,Wolverhamton̴Road̴West,Wolverhamton Road West,
2012,Walsall,Wood̴Lane̴Willenhall,Wood Lane Willenhall,
2012,Walsall," Woolpack̴Street,̴Wolverhampton"," Woolpack Street, Wolverhampton",
2012,Wolverhampton,Alfred̴Squire̴Rd̴Wolverhampton,Alfred Squire Rd Wolverhampton,
2012,Wolverhampton,All̴Saints̴Road,All Saints Road,
2012,Wolverhampton," All̴Saints̴Road,̴Wolves."," All Saints Road, Wolves.",
2012,Wolverhampton,Alleyway̴near̴to̴Enville̴Road,Alleyway near to Enville Road,
2012,Wolverhampton," Asda,̴jack̴Hayward̴way,̴Wolverhampton"," Asda, jack Hayward way, Wolverhampton",
2012,Wolverhampton," ASDA,̴Wolves.̴Molineaux"," ASDA, Wolves. Molineaux",
2012,Wolverhampton," Beech̴Green,̴Dudley"," Beech Green, Dudley",
2012,Wolverhampton," Beech̴Green,̴Dudley"," Beech Green, Dudley",
2012,Wolverhampton," Beech̴Green,̴Dudley"," Beech Green, Dudley",
2012,Wolverhampton,Bet̴fred̴Victoria̴St,Bet fred Victoria St,
2012,Wolverhampton,Billy̴Wright̴PH,Billy Wright PH,
2012,Wolverhampton,Bilston̴Road,Bilston Road,
2012,Wolverhampton,Bilston̴St,Bilston St,
2012,Wolverhampton,bilston̴St̴Wolverhampton,bilston St Wolverhampton,
2012,Wolverhampton,Bilston̴Street,Bilston Street,
2012,Wolverhampton,Bilston̴Street,Bilston Street,
2012,Wolverhampton," Bilston̴Street,̴Wolverhampton"," Bilston Street, Wolverhampton",
2012,Wolverhampton," Bilston̴Street,̴W'ton."," Bilston Street, W'ton.",
2012,Wolverhampton,Bilston̴stret,Bilston stret,
2012,Wolverhampton," Birmingham̴Street̴,̴Halesowen"," Birmingham Street , Halesowen",
2012,Wolverhampton,Black̴Country̴Route,Black Country Route,
2012,Wolverhampton,Boscobel̴Crescent,Boscobel Crescent,
2012,Wolverhampton,Bourne̴Street,Bourne Street,
2012,Wolverhampton,Bournes̴Hill,Bournes Hill,
2012,Wolverhampton,bradford̴place̴walsall,bradford place walsall,
2012,Wolverhampton,Bradmore̴Arms̴PH,Bradmore Arms PH,
2012,Wolverhampton,bridge̴st̴walsall,bridge st walsall,
2012,Wolverhampton,Broad̴Street,Broad Street,
2012,Wolverhampton," Broad̴Street,̴Wolverhampton"," Broad Street, Wolverhampton",
2012,Wolverhampton," Broad̴Street,̴wolverhampton"," Broad Street, wolverhampton",
2012,Wolverhampton," Broad̴Street,̴W'ton"," Broad Street, W'ton",
2012,Wolverhampton,Bus̴station̴West̴Bromwich,Bus station West Bromwich,
2012,Wolverhampton,Camden̴Street,Camden Street,
2012,Wolverhampton," Car̴Park̴Royal̴Oak,̴Compton̴Road"," Car Park Royal Oak, Compton Road",
2012,Wolverhampton," Carpark̴of̴Mount̴Hotel,̴Tettenhall,̴Wolverhampton"," Carpark of Mount Hotel, Tettenhall, Wolverhampton",
2012,Wolverhampton," Castle̴Street,̴Wolverhampton"," Castle Street, Wolverhampton",
2012,Wolverhampton," Castle̴Street,̴Wolverhampton"," Castle Street, Wolverhampton",
2012,Wolverhampton," Castle̴Yard,̴City̴Centre,̴wolverhampton"," Castle Yard, City Centre, wolverhampton",
2012,Wolverhampton,Chapel̴Ash,Chapel Ash,
2012,Wolverhampton," Chapel̴Ash,̴Wolverhampton"," Chapel Ash, Wolverhampton",
2012,Wolverhampton," Chapel̴Ash,̴Wolverhampton"," Chapel Ash, Wolverhampton",
2012,Wolverhampton," Chester̴Street,̴Wolverhampton"," Chester Street, Wolverhampton",
2012,Wolverhampton,Cineworld,Cineworld,
2012,Wolverhampton," Cleveland̴St,̴Wolves"," Cleveland St, Wolves",
2012,Wolverhampton,Cleveland̴Street,Cleveland Street,
2012,Wolverhampton," Connaught̴Hotel,̴Tettenhall̴Road"," Connaught Hotel, Tettenhall Road",
2012,Wolverhampton," Csatle̴Street,̴Wolverhampton"," Csatle Street, Wolverhampton",
2012,Wolverhampton,darlington̴street,darlington street,
2012,Wolverhampton,Drummond̴Street,Drummond Street,
2012,Wolverhampton,Dudley̴Road,Dudley Road,
2012,Wolverhampton,Dudley̴Road,Dudley Road,
2012,Wolverhampton,Dudley̴Road,Dudley Road,
2012,Wolverhampton,Dunstall̴Road,Dunstall Road,
2012,Wolverhampton," Fenns̴Crescent,̴Pensnett"," Fenns Crescent, Pensnett",
2012,Wolverhampton," Fold̴Street,̴City̴Centre"," Fold Street, City Centre",
2012,Wolverhampton,Frederick̴Street,Frederick Street,
2012,Wolverhampton," Front̴Office,̴Wolverhampton̴police̴station"," Front Office, Wolverhampton police station",
2012,Wolverhampton," Fryer̴Street,̴Wolverhampton̴City̴Centre"," Fryer Street, Wolverhampton City Centre",
2012,Wolverhampton," Fryer̴Street,̴Wolverhampton̴City̴Centre"," Fryer Street, Wolverhampton City Centre",
2012,Wolverhampton,glebe̴street,glebe street,
2012,Wolverhampton," Graisley̴Lane,̴Wednesfield."," Graisley Lane, Wednesfield.",
2012,Wolverhampton,Guy̴Avenue,Guy Avenue,
2012,Wolverhampton," High̴Holborn,̴Sedgley"," High Holborn, Sedgley",
2012,Wolverhampton,High̴St̴Wednesfield,High St Wednesfield,
2012,Wolverhampton,high̴street̴stourbridge,high street stourbridge,
2012,Wolverhampton," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,Wolverhampton," High̴Street,̴Stourbridge"," High Street, Stourbridge",
2012,Wolverhampton," High̴Street,̴stourbridge"," High Street, stourbridge",
2012,Wolverhampton," High̴Street,̴stourbridge"," High Street, stourbridge",
2012,Wolverhampton," Jeremy̴Road,̴Goldthorn̴Park,̴Wolverhampoton"," Jeremy Road, Goldthorn Park, Wolverhampoton",
2012,Wolverhampton," Keates̴Road,̴Willenhall"," Keates Road, Willenhall",
2012,Wolverhampton,Kimberley̴Street,Kimberley Street,
2012,Wolverhampton," Lawn̴Road̴(in̴the̴street),̴Wolverhampton"," Lawn Road (in the street), Wolverhampton",
2012,Wolverhampton,Leasowes̴Drive,Leasowes Drive,
2012,Wolverhampton," Lewisham̴Road,̴Fordhouses."," Lewisham Road, Fordhouses.",
2012,Wolverhampton,Lichfield̴Road,Lichfield Road,
2012,Wolverhampton," Lichfield̴St,̴Wolves."," Lichfield St, Wolves.",
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton,lichfield̴street,lichfield street,
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton,Lichfield̴Street,Lichfield Street,
2012,Wolverhampton," Lichfield̴Street,̴Wolverhampton"," Lichfield Street, Wolverhampton",
2012,Wolverhampton," Lichfield̴Street,̴Wolverhampton"," Lichfield Street, Wolverhampton",
2012,Wolverhampton,Lichfield̴Street.,Lichfield Street.,
2012,Wolverhampton,Lichfields̴St,Lichfields St,
2012,Wolverhampton," Lichfiled̴St,Wolves̴City̴Centre"," Lichfiled St,Wolves City Centre",
2012,Wolverhampton,Lichwood̴Road,Lichwood Road,
2012,Wolverhampton," Lunt̴Road,̴Bilston."," Lunt Road, Bilston.",
2012,Wolverhampton,Manders̴Bar̴.,Manders Bar .,
2012,Wolverhampton,Market̴St,Market St,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,market̴street,market street,
2012,Wolverhampton,market̴street,market street,
2012,Wolverhampton,market̴street,market street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton,Market̴Street,Market Street,
2012,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2012,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2012,Wolverhampton," Market̴Street,̴Wolverhampton"," Market Street, Wolverhampton",
2012,Wolverhampton," Market̴Street,̴Wolves."," Market Street, Wolves.",
2012,Wolverhampton,MERRIDALE̴ST,MERRIDALE ST,
2012,Wolverhampton," Milcroft,̴Bilston"," Milcroft, Bilston",
2012,Wolverhampton,Molineux̴Stadium,Molineux Stadium,
2012,Wolverhampton,Moon̴Under̴the̴Water,Moon Under the Water,
2012,Wolverhampton,Mount̴Rd̴Lanesfield,Mount Rd Lanesfield,
2012,Wolverhampton,Neve̴Avenue,Neve Avenue,
2012,Wolverhampton,New̴cross̴Hospital,New cross Hospital,
2012,Wolverhampton," New̴Cross̴Hospital,̴Wednesfield"," New Cross Hospital, Wednesfield",
2012,Wolverhampton," New̴Road,̴Stourbridge."," New Road, Stourbridge.",
2012,Wolverhampton,Newhampton̴Rd̴W'ton,Newhampton Rd W'ton,
2012,Wolverhampton,Newhampton̴Rd̴W'ton,Newhampton Rd W'ton,
2012,Wolverhampton," Newhampton̴Road̴West,̴Wolverhampton"," Newhampton Road West, Wolverhampton",
2012,Wolverhampton,North̴St̴Wolverhampton,North St Wolverhampton,
2012,Wolverhampton,North̴St̴wolverhampton,North St wolverhampton,
2012,Wolverhampton,north̴St̴Wolverhampton,north St Wolverhampton,
2012,Wolverhampton,North̴St̴Wolverhampton,North St Wolverhampton,
2012,Wolverhampton,North̴Street,North Street,
2012,Wolverhampton,North̴Street,North Street,
2012,Wolverhampton,north̴street,north street,
2012,Wolverhampton," North̴Street,̴Wolverhampton"," North Street, Wolverhampton",
2012,Wolverhampton," North̴Street,̴Wolverhampton"," North Street, Wolverhampton",
2012,Wolverhampton," North̴Street,̴Wolverhampton"," North Street, Wolverhampton",
2012,Wolverhampton," O/S̴Dilshad̴Restaraunt,̴Berry̴Street,̴wolverhampton"," O/S Dilshad Restaraunt, Berry Street, wolverhampton",
2012,Wolverhampton,O/S̴Elizabeth̴Arms,O/S Elizabeth Arms,
2012,Wolverhampton,O/S̴Home̴Address,O/S Home Address,
2012,Wolverhampton,O/s̴the̴Hop̴Pole̴public̴House̴.,O/s the Hop Pole public House .,
2012,Wolverhampton," O/S̴Walkabout,̴Queen̴Street,̴Wolverhampton"," O/S Walkabout, Queen Street, Wolverhampton",
2012,Wolverhampton," O/S̴Yates,̴Queens̴Square,̴W'ton."," O/S Yates, Queens Square, W'ton.",
2012,Wolverhampton," Oak̴Street,̴Merridale,̴Wolverhampton"," Oak Street, Merridale, Wolverhampton",
2012,Wolverhampton,Outdoor̴market̴salop̴St̴wolverhampton,Outdoor market salop St wolverhampton,
2012,Wolverhampton," Outside̴Gorgeous̴Bar,̴School̴Street,̴Wolverhampton"," Outside Gorgeous Bar, School Street, Wolverhampton",
2012,Wolverhampton,outside̴home̴address,outside home address,
2012,Wolverhampton,outside̴home̴address,outside home address,
2012,Wolverhampton,outside̴home̴address,outside home address,
2012,Wolverhampton,outside̴home̴address,outside home address,
2012,Wolverhampton,outside̴home̴address,outside home address,
2012,Wolverhampton,Outside̴Home̴Address,Outside Home Address,
2012,Wolverhampton,outside̴Planet̴Nightclub,outside Planet Nightclub,
2012,Wolverhampton,Outside̴Wolverhampton̴Central̴P̴S,Outside Wolverhampton Central P S,
2012,Wolverhampton,Owen̴Road,Owen Road,
2012,Wolverhampton,Park̴Road̴East,Park Road East,
2012,Wolverhampton," Park̴Road̴East,̴Whitmore̴Reans,̴Wolverhampton"," Park Road East, Whitmore Reans, Wolverhampton",
2012,Wolverhampton,Pipers̴Row,Pipers Row,
2012,Wolverhampton,Pipers̴Row,Pipers Row,
2012,Wolverhampton,Pipers̴Row,Pipers Row,
2012,Wolverhampton,Pipers̴Row,Pipers Row,
2012,Wolverhampton,Pipers̴Row,Pipers Row,
2012,Wolverhampton,Pitt̴Street,Pitt Street,
2012,Wolverhampton," Platform̴1,̴Wolverhampton̴Railway̴Station"," Platform 1, Wolverhampton Railway Station",
2012,Wolverhampton,Priestfield̴tram̴stop̴wolverhampton,Priestfield tram stop wolverhampton,
2012,Wolverhampton,Priestfield̴tram̴stop̴wolverhampton,Priestfield tram stop wolverhampton,
2012,Wolverhampton,Princes̴Street,Princes Street,
2012,Wolverhampton," Princess̴Square,̴Wolverhampton."," Princess Square, Wolverhampton.",
2012,Wolverhampton,princess̴st,princess st,
2012,Wolverhampton,Princess̴Street,Princess Street,
2012,Wolverhampton,Princess̴Street,Princess Street,
2012,Wolverhampton,Princess̴Street,Princess Street,
2012,Wolverhampton,Princess̴Street,Princess Street,
2012,Wolverhampton,Princess̴Street,Princess Street,
2012,Wolverhampton,Queen̴Square,Queen Square,
2012,Wolverhampton,Queen̴square̴wolverhampton,Queen square wolverhampton,
2012,Wolverhampton,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton,Queen̴street,Queen street,
2012,Wolverhampton,Queen̴Street,Queen Street,
2012,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2012,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2012,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2012,Wolverhampton," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2012,Wolverhampton," Queen̴Street,̴Wolverhampton."," Queen Street, Wolverhampton.",
2012,Wolverhampton," Queen̴Street,̴Wolverhampton."," Queen Street, Wolverhampton.",
2012,Wolverhampton," Queen̴Street,̴W'ton."," Queen Street, W'ton.",
2012,Wolverhampton," Queens̴Sqaure,̴Wolves."," Queens Sqaure, Wolves.",
2012,Wolverhampton," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2012,Wolverhampton," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2012,Wolverhampton," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2012,Wolverhampton," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2012,Wolverhampton," Queens̴Square,̴Wolves."," Queens Square, Wolves.",
2012,Wolverhampton," Queens̴Square,̴W'ton."," Queens Square, W'ton.",
2012,Wolverhampton,Queens̴St,Queens St,
2012,Wolverhampton,Queens̴Street,Queens Street,
2012,Wolverhampton," Queens̴Street,̴Wolverhampton"," Queens Street, Wolverhampton",
2012,Wolverhampton," Rayleigh̴Road,̴Pennfields,̴Wolverhampton"," Rayleigh Road, Pennfields, Wolverhampton",
2012,Wolverhampton," Rayleigh̴Road,̴Pennfields,̴wolverhampton"," Rayleigh Road, Pennfields, wolverhampton",
2012,Wolverhampton," Red̴Lion̴Pub,̴Amos̴Lane"," Red Lion Pub, Amos Lane",
2012,Wolverhampton,Ring̴Rd̴St̴davids̴underpass,Ring Rd St davids underpass,
2012,Wolverhampton,Royal̴Tiger̴PH,Royal Tiger PH,
2012,Wolverhampton," School̴St,̴Wolves."," School St, Wolves.",
2012,Wolverhampton,School̴Street,School Street,
2012,Wolverhampton,School̴Street,School Street,
2012,Wolverhampton," School̴Street,̴City̴Centre,̴Wolverhampton"," School Street, City Centre, Wolverhampton",
2012,Wolverhampton,Sherwood̴st̴wolverhampton,Sherwood st wolverhampton,
2012,Wolverhampton,Sherwood̴Street,Sherwood Street,
2012,Wolverhampton," St̴Marks̴Road,̴Wolverhampton"," St Marks Road, Wolverhampton",
